Number,city_ascii,Pixel 0 ,,Pixel 10 (Tree Cover),,Pixel 20 (Shrubland),,Pixel 30 (Grassland),,Pixel 40 (Cropland),,Pixel 50 (Built-up),,Pixel 60 (Bare / sparse vegetation),,Pixel 70 (Snow and ice),,Pixel 80 (Permanent water bodies),,Pixel 90 (Herbaceous wetland),,Pixel 95 (Mangroves),,Pixel 100 (Moss and lichen),
,,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %
360,Pileru,0,0,40643,3.2750307011465,428768,34.5503128132565,32473,2.61668853082524,613634,49.4468958804057,49530,3.9911490447995,74915,6.03668343814162,0,0,750,0.0604353277528694,283,0.0228042636720827,0,0,0,0
361,Peddapalli,0,0,102160,8.2247143972756,12009,0.966822584151162,33164,2.66997286874753,979971,78.8956694656673,69205,5.57156773554677,37242,2.99828517603111,0,0,8127,0.654289877708093,232,0.0186778948724348,0,0,0,0
362,Naini Tal,1114,0.0896860986547085,1100326,88.5852299715806,5300,0.426693288034071,77270,6.22086610686654,4622,0.372108750432731,15587,1.25488080765794,32142,2.58769352150776,0,0,5749,0.462841455265637,0,0,0,0,0,0
363,Kovvur,0,0,179572,14.469990233651,150,0.0120870655505738,14946,1.20435521145918,532796,42.9329345138905,115385,9.29777372368646,52691,4.24586380616859,0,0,345169,27.8138688601736,287,0.023126585420098,0,0,0,0
364,Channarayapatna,1115,0.0896860986547085,634752,51.0568883347745,59958,4.82277946469867,32818,2.63974743107643,379926,30.559713647972,60762,4.88744997888556,40611,3.26658489010437,0,0,32806,2.63878219952141,477,0.038367954312373,0,0,0,0
365,Maihar,0,0,132298,10.6606306547322,71666,5.77487759831619,122430,9.86546290237841,766967,61.8025360275134,72347,5.8297528759158,61090,4.92265889656373,0,0,14198,1.14408104458032,0,0,0,0,0,0
366,Junnar,0,0,73758,5.9434518725282,72396,5.83370131732898,157197,12.6670029556904,724229,58.3586893108439,55797,4.49614664350248,126840,10.2208226295653,0,0,30779,2.48018527054076,0,0,0,0,0,0
367,Kalimpong,0,0,1160803,93.5380130153522,1602,0.129089860080129,9845,0.793314402302667,7745,0.624095484594632,16872,1.35955313312855,25128,2.02482522103214,0,0,19001,1.5311088835097,0,0,0,0,0,0
368,Atmakur,0,0,25916,2.08832260539115,8239,0.663902220474522,34151,2.75190250411766,1110834,89.511489158708,32842,2.64642271207965,23912,1.92683940963549,0,0,4898,0.39468298044474,204,0.0164384091487804,0,0,0,0
369,Solan,0,0,947230,76.3282073431341,98086,7.90381274395727,60140,4.84610748141009,37123,2.99138756289303,39913,3.21620698213371,58504,4.71427788647183,0,0,0,0,0,0,0,0,0,0
370,Vetapalem,1114,0.0896860986547085,98659,7.94285530267046,125224,10.0815547737318,25695,2.06865736528971,647436,52.1238859682315,98683,7.94478749869174,119012,9.58143803688884,0,0,123282,9.92520791234271,3005,0.241927043498563,0,0,0,0
371,Taki,0,0,404812,32.6199278643928,423,0.0340855248526183,2316,0.186624292100861,469555,37.8369470973315,17148,1.38179333374161,90302,7.27657462231949,0,0,255844,20.6160213248068,596,0.0480259404542802,0,0,0,0
372,Betamcherla,0,0,8035,0.646883126293163,544510,43.8375023146098,80673,6.49483540105144,419436,33.7680237660111,48527,3.90681984687347,140929,11.3459355451611,0,0,0,0,0,0,0,0,0,0
373,Penumur,0,0,243765,19.6426902262376,419353,33.7916479988654,11539,0.929817662587148,472363,38.0632169644382,18930,1.52538767248243,73779,5.94514406170528,0,0,374,0.0301370834394309,893,0.0719583302444165,0,0,0,0
374,Dwarka,0,0,4981,0.401371156716057,69922,5.63434531618152,155082,12.4965753314273,226954,18.2880524997663,49379,3.97898139881192,100181,8.07262875948029,0,0,600022,48.3500349719097,34475,2.7780105657069,0,0,0,0
375,Kadiyam,0,0,374048,30.1409513004071,2934,0.236423002169225,15232,1.22740121644228,603891,48.6618006826775,86471,6.96787096815783,113956,9.18262427920799,0,0,43475,3.50323449874133,989,0.0796940521967838,0,0,0,0
376,Dubrajpur,0,0,119016,9.58176006955906,3495,0.281376045599826,90469,7.28349341040649,840821,67.6929579505841,49309,3.96977723390038,93000,7.48725958248464,0,0,44614,3.59179138723624,1386,0.111584320229287,0,0,0,0
377,Pathanamthitta,1114,0.0896860986547085,1186574,95.5288984067434,0,0,11232,0.904267737962016,6499,0.523222580930835,29790,2.39833831142169,6577,0.529502218000016,0,0,280,0.0225422869150075,44,0.0035423593723583,0,0,0,0
378,Sitalkuchi,0,0,316951,25.5400500887996,15,0.0012087065550573,1822,0.146817556220971,883220,71.1702535705192,9345,0.753024183800754,29273,2.358831132413,0,0,171,0.0137792547276542,199,0.0160355069637613,0,0,0,0
379,Dalkola,0,0,87984,7.08978916934462,234,0.0188558222588952,5627,0.453426119020529,939634,75.716118343653,62493,5.0357132496801,67796,5.46303130711139,0,0,72216,5.8191968386683,5012,0.403869150263176,0,0,0,0
380,Ichchapuram,0,0,168145,13.5491975800083,257,0.0207091723099832,130999,10.5559566670642,711324,57.3187987713095,37123,2.99138756289303,57171,4.60686416394573,0,0,92669,7.46730851670755,43308,3.48977756576169,0,0,0,0
381,Mahe,0,0,672964,54.1790984695397,82,0.006601669739395,3296,0.26535492025666,975,0.0784954633647583,31032,2.49832945552326,20490,1.64961235317323,0,0,513018,41.3021391020119,253,0.0203685663910603,0,0,0,0
382,Kanigiri,0,0,34909,2.81045962112856,242079,19.4893366932075,12824,1.03243674070734,855239,68.8537247103719,28756,2.31509286617127,67176,5.40821666358052,0,0,1127,0.0907327048329053,0,0,0,0,0,0
383,Dinhata,0,0,411569,33.1644098772277,5,0.0004029021850191,2569,0.207011142662829,746797,60.1772286131462,16758,1.35036696331012,63057,5.08116061615025,0,0,98,0.0078968828263749,143,0.0115230024915471,0,0,0,0
384,Huzurnagar,0,0,23189,1.86857975368172,31190,2.51330383014933,9286,0.748269938017528,1095932,88.310679486477,48942,3.94376774784125,28672,2.3104022897737,0,0,3584,0.288800286221712,201,0.016196667837769,0,0,0,0
385,Kodaikanal,0,0,824687,66.4536388513742,960,0.0773572195236729,365850,29.4803528778497,10372,0.835780292603683,33810,2.72442457509936,2427,0.195568720608286,0,0,2851,0.229734825897908,39,0.0031426370431492,0,0,0,0
386,Udhampur,0,0,663291,53.4482786407047,62459,5.03297351482197,37394,3.01322486132107,262809,21.1772640685385,103289,8.32307275768818,96971,7.81396555669801,0,0,14783,1.19122060022756,0,0,0,0,0,0
387,Vempalle,0,0,77582,6.25159146363083,461509,37.1885969011987,14262,1.14923819254857,520799,41.9662110111556,29586,2.3840528091952,129038,10.3979384300997,0,0,8210,0.661565387801411,10,0.0008058043700382,0,0,0,0
388,Medchal,0,0,53262,4.29187523569778,63099,5.08454499450441,235523,18.9785462644521,648789,52.2797011432752,141415,11.395282498896,98671,7.95095229960451,0,0,237,0.0190975635699067,0,0,0,0,0,0
389,Uravakonda,0,0,5233,0.42129924080798,60718,4.88829491751938,8368,0.673692346088511,1051854,84.6828380739226,35373,2.84781541087343,79043,6.36360708793907,0,0,1521,0.122452922849023,0,0,0,0,0,0
390,Guskhara,0,0,165741,13.3554822094511,593,0.0477841991432688,4142,0.333764170069847,1001371,80.6909127829582,22292,1.79629910168929,45962,3.70363804556985,0,0,895,0.0721194911184242,0,0,0,0,0,0
391,Yellandu,1114,0.0896860986547085,279029,22.464113484313,61306,4.9356337200409,214083,17.235430034377,579091,46.6215552567808,26432,2.12799188477671,69396,5.58694479554951,0,0,11609,0.934619317129723,50,0.0040254083776799,0,0,0,0
392,Giddalur,0,0,37076,2.98760028235385,196043,15.7972306115411,59634,4.80533378028616,863704,69.5976457619525,42600,3.43272661636299,39304,3.16713349599838,0,0,2633,0.212168290631074,2,0.0001611608740076,0,0,0,0
393,Balarampur,0,0,368960,29.7309580369316,136,0.0109589394325203,3279,0.264223252935545,717264,57.7974465671122,5637,0.454231923390567,60427,4.86923406683019,0,0,83276,6.71041647193061,2017,0.162530741436717,0,0,0,0
394,Angamali,0,0,965350,77.7883248616434,100,0.0080580437003825,113094,9.11316394251069,27848,2.24400400968255,96374,7.76585903580672,24583,1.98090888286505,0,0,7636,0.615312216961215,6011,0.484369006829998,0,0,0,0
395,Vemalwada,0,0,45348,3.6541616572495,14881,1.19911748305393,75567,6.08922188306812,794490,64.0203513951697,57330,4.61967645342934,53469,4.30855538615757,0,0,199907,16.1085934201238,4,0.0003223217480153,0,0,0,0
396,Narsipatnam,0,0,685179,55.1625057362069,2227,0.179291689141863,44060,3.54718986241154,412428,33.2038225277954,46684,3.75844329407218,47630,3.83460402057789,0,0,3409,0.274452343190217,493,0.0396905266039239,0,0,0,0
397,Shrirangapattana,0,0,579049,46.6600214666284,3397,0.273731744501997,212970,17.1612156687048,304754,24.557210498664,65764,5.29929185911961,45109,3.63490293280559,0,0,29926,2.4114501577765,27,0.0021756717991033,0,0,0,0
398,Shamsabad,0,0,116455,9.38399479128055,119231,9.60768608440317,325883,26.2597945521178,413760,33.340961614703,179530,14.4666058552969,80590,6.49397741813834,0,0,5500,0.443192403521043,47,0.0037872805391798,0,0,0,0
399,Almora,1114,0.0896860986547085,701769,56.4981362359211,0,0,427634,34.4280297236155,29526,2.37708415518754,48133,3.87509962885735,33710,2.7139303282318,0,0,224,0.018033829532006,0,0,0,0,0,0
400,Kondapalle,1115,0.0896860986547085,446024,35.8763699249935,30957,2.49005610408414,7312,0.588147760863882,491178,39.508375394639,109289,8.7907659514569,88223,7.0963019566048,0,0,68367,5.49916547688472,760,0.061131331818456,0,0,0,0
401,Debagram,1114,0.0896860986547085,270909,21.8103871637778,109,0.0087753902633422,6922,0.557277535806008,875453,70.4811168093003,36976,2.97687000346185,39883,3.21090724654016,0,0,4555,0.36671470320664,6189,0.49826504898922,0,0,0,0
402,Fatehpur Sikri,0,0,15484,1.24770748656724,2368,0.19081447482506,16239,1.30854571650513,1104310,88.985782387695,55390,4.46335040564192,46398,3.73877111610352,0,0,807,0.0650284126620875,0,0,0,0,0,0
403,Jamikunta,1114,0.0896860986547085,48151,3.87654877587331,4601,0.370418078914106,34422,2.77125214352996,1036030,83.4088768305545,67245,5.41377172714172,29621,2.38473243110514,0,0,20922,1.68439188155638,4,0.0003220326702143,0,0,0,0
404,Darsi,0,0,89696,7.22774287749517,82933,6.6827773820383,2866,0.230943532452965,973016,78.4060544917147,33193,2.674706445468,50062,4.03401783728554,0,0,6668,0.537310353941512,2562,0.206447079603802,0,0,0,0
405,Umaria,0,0,227960,18.3691164193922,25209,2.03135223642945,204854,16.5072248419818,650545,52.421200390654,39057,3.14723012805843,64281,5.17979107104294,0,0,29090,2.3440849124413,0,0,0,0,0,0
406,Kovur,0,0,163150,13.1466982971742,17474,1.40806255620485,8618,0.694442206098972,687071,55.3644814326557,207560,16.7252755045141,57007,4.59364897227711,0,0,66585,5.36544839789975,33531,2.70194263317529,0,0,0,0
407,Erraguntla,1115,0.0896860986547085,18999,1.52820285949848,91902,7.39222586418388,13404,1.07816364696656,814788,65.5382573548634,63986,5.14677552333648,229795,18.4837820989765,0,0,9236,0.742906553520079,0,0,0,0,0,0
408,Naspur,0,0,178193,14.3588698110228,18142,1.46189028812341,64357,5.18591518425523,585666,47.1932222182827,114602,9.23467924151246,137343,11.0671589594165,0,0,142075,11.4484655873186,618,0.0497987100683644,0,0,0,0
409,Kalyandrug,0,0,13280,1.07010820341081,317104,25.5523788956612,12627,1.01748917804731,793897,63.9725671960264,35104,2.82869566058231,68102,5.48768892083456,0,0,881,0.0709913650003706,1,8.0580437003826E-05,0,0,0,0
410,Mangur,0,0,339339,27.3440849124413,11032,0.888963381026208,117025,9.42992564037273,421307,33.9491021727709,55535,4.47503456900748,226079,18.217544617388,0,0,70578,5.68720608285603,101,0.0081386241373864,0,0,0,0
411,Tummapala,1114,0.0896860986547085,501656,40.3874053022679,1513,0.121808857508594,80861,6.50997093655151,480952,38.7205642012382,71650,5.76841020521532,85947,6.91943547672912,0,0,17904,1.44141823187962,513,0.0413006899549959,0,0,0,0
412,Pedana,0,0,62034,4.99424366601992,22556,1.81594222733896,25829,2.07944545974189,1005030,80.9131236363929,48459,3.90134529147982,50638,4.07677258857911,0,0,24479,1.97075943354453,3085,0.248367696902851,0,0,0,0
413,Pandua,0,0,166517,13.4180126285661,10,0.0008058043700382,2901,0.233763847748099,973695,78.4607686084403,38107,3.0706787129048,55831,4.49888637836061,0,0,3815,0.307414367169596,120,0.0096696524404591,0,0,0,0
414,Lalgola,0,0,338499,27.2519342087255,242,0.0194829765479707,10090,0.812327410615807,619048,49.8384201077199,47576,3.83025657952999,63592,5.11967539106842,0,0,151571,12.2027034642664,11492,0.925199861525952,0,0,0,0
415,Mussoorie,0,0,1039085,83.7299233841205,6212,0.500565674667767,113525,9.14789411085934,22438,1.80806384549185,18458,1.48735370621662,41260,3.32474883077786,0,0,18,0.0014504478660688,0,0,0,0,0,0
416,Margram,0,0,105662,8.51429013469826,44,0.0035455392281683,3139,0.25294199175501,1039225,83.741204645301,43221,3.48276706774236,49439,3.98381622503215,0,0,129,0.0103948763734935,137,0.0110395198695241,0,0,0,0
417,Podili,0,0,19789,1.59460626786871,109004,8.78358995516505,1793,0.14448072354786,1023795,82.497848502332,29252,2.35713894323592,57189,4.6083146118118,0,0,174,0.0140209960386657,0,0,0,0,0,0
418,Uran,0,0,154266,12.4196729758234,313,0.0251990564442762,25306,2.03733968811136,216378,17.4201962789125,69011,5.55594915104137,109075,8.78142837590874,0,0,450137,36.2397050180741,5801,0.467027879978424,211823,17.0534815757059,0,0
419,Mainaguri,0,0,368173,29.640933572711,230,0.0185168785373276,3061,0.246435500881564,794711,63.9807263446877,25822,2.07888190256902,49180,3.95939168028597,0,0,98,0.0078898004202526,835,0.0672243199072545,0,0,0,0
420,Egra,0,0,436880,35.2039813182315,321,0.0258663202782281,1552,0.125060838229938,776380,62.5610396810304,8199,0.660679002994369,17620,1.41982730000741,0,0,0,0,44,0.0035455392281683,0,0,0,0
421,Leh,0,0,139,0.0112006807435318,0,0,75217,6.06101873011678,381,0.0307011464984576,64512,5.19840515199082,1100491,88.6780456987774,0,0,21,0.0016921891770803,0,0,0,0,235,0.0189364026958991
422,Chimakurti,0,0,448366,36.1295282176574,131388,10.5873024570587,1697,0.136745001595493,476330,38.3828795580324,44184,3.56036602857705,135161,10.8913324458741,0,0,3560,0.28686635573362,310,0.024979935471186,0,0,0,0
423,Koratgi,0,0,16095,1.29694213357658,16650,1.3416642761137,4459,0.35930816860006,1126805,90.7984393180961,44090,3.55279146749869,31053,2.50226431027981,0,0,1815,0.146253493161944,29,0.0023368326731109,0,0,0,0
424,Garaimari,0,0,365561,29.4570651315556,19,0.0015310283030726,2048,0.165028734983836,794129,63.9912618574113,29299,2.3609262237751,48577,3.91435588833485,0,0,0,0,1363,0.109831135636215,0,0,0,0
425,Devarkonda,0,0,18986,1.52990017695464,23771,1.91547756801795,198357,15.9836937427679,809056,65.1940860405674,51422,4.14360723161074,111441,8.97996448014337,0,0,27936,2.25109508813888,27,0.0021756717991033,0,0,0,0
426,Pattikonda,0,0,6296,0.507334431376088,171138,13.7903748279608,10626,0.856247723602655,936471,75.4612424214099,23461,1.89049763254676,68239,5.49872844070408,0,0,24765,1.99557452239975,0,0,0,0,0,0
427,Atmakur,0,0,194363,15.6618554773746,199912,16.1089963223089,5908,0.476069221818604,702059,56.5722210224691,28539,2.29968509165219,71585,5.76835058291888,0,0,35291,2.84376420230202,3339,0.269058079155775,0,0,0,0
428,Sonamukhi,0,0,352596,28.412339765801,16328,1.31571737539847,28144,2.26785581903568,772190,62.2234076499844,21931,1.76720956393091,49461,3.98558899464624,0,0,346,0.0278808312033237,0,0,0,0,0,0
429,Khunti,0,0,214945,17.3203620317874,12040,0.970188461526064,147116,11.8546715702549,804617,64.8363894807074,17373,1.39992393206747,41352,3.33216223098221,0,0,3553,0.286302292674594,0,0,0,0,0,0
430,Nakrekal,0,0,84610,6.81791077489371,19808,1.59613729617178,94432,7.60937182714529,929151,74.8713936225419,57547,4.63716240825917,38757,3.12305599695728,0,0,16672,1.34343704572779,19,0.0015310283030726,0,0,0,0
431,Kodumur,0,0,15028,1.20987674199548,50790,4.08900983004726,13366,1.0760721675214,1064840,85.7283171377736,31518,2.53745642495431,62022,4.99327756800927,0,0,4546,0.365990129698658,0,0,0,0,0,0
432,Srungavarapukota,1114,0.0896860986547085,562231,45.2641875518271,2135,0.171884937726932,54008,4.34808511323474,557277,44.8653500897666,21999,1.77109917801161,36470,2.93613287067973,0,0,6437,0.518231074542512,439,0.0353430855560296,0,0,0,0
433,Kalwakurti,0,0,14739,1.18767506099939,22795,1.83683106150221,96487,7.77496462518816,1015772,81.8513516562503,26230,2.11362486261036,61725,4.97382747406116,0,0,3248,0.261725259388427,0,0,0,0,0,0
434,Banswada,0,0,143462,11.5602306534429,52965,4.26794284590764,93020,7.49559225009589,842771,67.9108554741514,32246,2.59839677162537,43003,3.46520053247553,0,0,33415,2.69259530248284,114,0.0091861698184361,0,0,0,0
435,Silvassa,0,0,552848,44.5487334366912,3849,0.310154102027726,96700,7.79212825826997,390736,31.4856776331269,100078,8.0643289744689,67199,5.4149247862201,0,0,29586,2.3840528091952,0,0,0,0,0,0
436,Kotagiri,0,0,891596,71.8451953108632,0,0,298729,24.0717133657159,6903,0.556246756637411,34974,2.81822020377181,8794,0.708624363011645,0,0,0,0,0,0,0,0,0,0
437,Ramanayyapeta,0,0,554939,44.6771219940263,1314,0.105787732165428,69200,5.571165194709,236641,19.0515332780511,25124,2.0226872016166,20879,1.68093003035158,0,0,298921,24.0655819532892,35092,2.82519261579087,0,0,0,0
438,Tanguturu,0,0,231150,18.6261680134344,83931,6.76319665816812,6360,0.512491579344333,676389,54.5037212045808,49856,4.01741826726275,161975,13.0520162836947,0,0,23743,1.91322131578184,7592,0.611766677733047,0,0,0,0
439,Varandarapilli,1114,0.0896860986547085,1133083,91.2224360161338,1,8.05081675535983E-05,13028,1.04886040688828,56914,4.5820418481455,24914,2.00578048643035,5927,0.477171909090177,0,0,4178,0.336363124038934,2951,0.237579602450669,0,0,0,0
440,Payakaraopeta,0,0,817862,65.9036773688231,1443,0.116277570596521,25555,2.05923306763277,320402,25.8181331768998,17263,1.39106008399705,55970,4.51008705910414,0,0,845,0.0680904692682329,1656,0.133441203678336,0,0,0,0
441,Penukonda,1114,0.0896860986547085,20271,1.63198106447899,554400,44.6337280917149,26239,2.11245380843887,548512,44.1596960011593,29992,2.41460096126752,52602,4.23489062965438,0,0,8834,0.711209152168488,146,0.0117541924628253,0,0,0,0
442,Bandipura,0,0,462501,37.2685326947065,2198,0.177115800534409,327628,26.4004074146895,218760,17.627776398957,69258,5.58083990601098,55527,4.47438992551144,0,0,17249,1.38993195787899,87875,7.08100590171121,0,0,0,0
443,Suluru,0,0,84654,6.82145631412188,88087,7.09808895435602,47927,3.86197860428237,828387,66.7517864682884,49706,4.00533120171217,54218,4.36891013347344,0,0,25740,2.07414044847848,62277,5.01830787528727,0,0,0,0
444,Panchanandapur,0,0,268777,21.6581681165773,1064,0.0857375849720708,2652,0.213699318934146,552740,44.5400307494948,23349,1.88147262360233,46700,3.76310640807867,0,0,343069,27.6446499424656,2645,0.21313525587512,0,0,0,0
445,Pamidi,0,0,32816,2.64432762071755,118128,9.51880586238795,10254,0.826271801037231,980643,79.0206414847429,45436,3.66125273570584,45671,3.68018913840174,0,0,8046,0.648350196132784,2,0.0001611608740076,0,0,0,0
446,Gilarchat,0,0,326077,26.2754271568966,72,0.0058017914642754,1143,0.092103439495373,852049,68.6584807686729,5091,0.410235004786478,50577,4.07551676234251,0,0,5237,0.421999748589037,750,0.0604353277528694,0,0,0,0
447,Guruzala,0,0,11847,0.954636437184326,36753,2.96157280120162,8310,0.669623431501794,1064453,85.7740879100336,17674,1.42417864360562,98049,7.90083126778813,0,0,3910,0.31506950868496,0,0,0,0,0,0
448,Narasannapeta,0,0,154796,12.4735293264442,3199,0.257776817975239,26249,2.11515589091343,955662,77.0076615879503,49224,3.96649143107633,45301,3.65037437671032,0,0,4600,0.370670010217599,1965,0.158340558712518,0,0,0,0
449,Chintalapudi,0,0,377091,30.3861575702097,24784,1.99710555070282,109932,8.8583686007046,650525,52.4195887819139,26708,2.15214231149818,44535,3.58864976196539,0,0,7092,0.571476459231134,329,0.0265109637742587,0,0,0,0
450,Renigunta,0,0,244811,19.709285006964,212060,17.0725620114161,25261,2.03371682057145,547004,44.0382896844885,103962,8.36979011520719,85925,6.91766429704294,0,0,19713,1.58705750698408,3374,0.271634557325841,0,0,0,0
451,Kottapeta,0,0,439465,35.3805218539421,475,0.0382413795879592,2654,0.21366867668725,587735,47.3174678571141,18800,1.51355355000765,61723,4.96920562591075,0,0,130902,10.5386801491011,356,0.028660907649081,0,0,0,0
452,Raghunathpur,0,0,118495,9.54837888276836,795,0.0640614474180416,130090,10.4827090498277,809618,65.2393722461636,50141,4.04038369180884,124335,10.0189686348707,0,0,7458,0.600968899174534,64,0.0051571479682448,0,0,0,0
453,Attili,0,0,117187,9.44297967116735,2112,0.17018588295208,3668,0.295569042930034,1050426,84.6437861201809,29863,2.40637359024525,25302,2.0388462170708,0,0,5682,0.457858043055739,6756,0.544401432397848,0,0,0,0
454,Gajwel,0,0,27558,2.21864408144206,14811,1.19240646963634,115756,9.31930344333432,947491,76.2807641835264,48091,3.8717182858201,86002,6.92386342594456,0,0,2401,0.19330011029619,0,0,0,0,0,0
455,Singarayakonda,0,0,235584,18.9664361449469,105336,8.48040833742583,27666,2.22733896353785,612016,49.272286673483,49911,4.01824315076765,164165,13.2166233264365,0,0,37688,3.03419181876001,9744,0.784471584642262,0,0,0,0
456,Avanigadda,0,0,274016,22.0803290260404,12091,0.97429806381326,1936,0.156003726039407,696000,56.0839841546629,25232,2.03320558648054,27860,2.24497097492659,0,0,200584,16.1631463759754,3277,0.264062092061538,0,0,0,0
457,Khed Brahma,0,0,44908,3.61546078849699,35318,2.84338746165799,86816,6.98939707433319,981193,78.9940504464178,50220,4.04312017454171,18402,1.48151129932132,0,0,25246,2.03250919805814,7,0.0005635571728751,0,0,0,0
458,Aklvidu,0,0,112114,9.02609269710412,18060,1.45397750601799,6071,0.488765085217895,576830,46.4395262899421,50578,4.0719420985259,68199,5.49057651898785,0,0,401526,32.3261224851261,8732,0.70299731907802,0,0,0,0
459,Mogalturru,0,0,467583,37.67804247556,18829,1.51724904834504,4704,0.379050375665997,443816,35.76288722929,22861,1.84214937034447,72929,5.87665069025202,0,0,138604,11.1687708904783,71027,5.72338669907075,643,0.05181322099346,0,0
460,Balarampur,0,0,214728,17.2873578024491,9657,0.777467374065099,122438,9.85725901892747,789049,63.5248890999992,22454,1.8077303942485,71758,5.77710508731111,0,0,11952,0.962233618600607,74,0.0059576043989662,0,0,0,0
461,Gorantla,0,0,8992,0.724579289538403,71481,5.75997021747048,6813,0.548994517307066,1113278,89.7084277467454,29348,2.36487466518828,10618,0.855603080106624,0,0,462,0.0372281618957675,4,0.0003223217480153,0,0,0,0
462,Mummidivaram,0,0,625844,50.4307830162225,9808,0.790332926133525,5242,0.422402650774056,416157,33.5341129222012,9539,0.768656788579496,68058,5.48414338160639,0,0,100023,8.05989705043368,6325,0.509671264049199,0,0,0,0
463,Khajuraho,0,0,79424,6.40002062859187,19044,1.53457384230086,93126,7.5041337764183,988317,79.6390157583103,40686,3.27849565993766,16589,1.33674886945647,0,0,3384,0.272684198820947,426,0.0343272661636298,0,0,0,0
464,Ashwaraopeta,1116,0.0897665346176275,590235,47.4761205735084,21107,1.69776186933178,106003,8.52645337730499,463778,37.3044300106578,25271,2.03269721892658,33695,2.71028977055642,0,0,1751,0.140843371071206,269,0.0216372740252166,0,0,0,0
465,Yadiki,0,0,12844,1.03497513287714,114874,9.25659712037751,20811,1.67695947448662,872215,70.2834658612921,37361,3.01056570689994,182698,14.721884679725,0,0,193,0.0155520243417384,0,0,0,0,0,0
466,Kosigi,1114,0.0896860986547085,2220,0.178728131968988,123552,9.94694511758218,33483,2.69565497419713,979762,78.8788432586486,20786,1.67344277076909,66697,5.36965325132235,0,0,14496,1.16704639685696,0,0,0,0,0,0
467,Chandrakona,0,0,214314,17.2540274210819,11846,0.953699752839926,25787,2.07606411670464,921667,74.2017212646223,13954,1.12341097004291,54179,4.3618520098864,0,0,346,0.027855825973545,17,0.0013686388484111,0,0,0,0
468,Gauripur,0,0,150658,12.12919950729,407,0.0327668241943145,23667,1.90538680149101,885495,71.2895798278735,34891,2.8090104741126,117634,9.47049778199999,0,0,25707,2.06962346330035,3651,0.293935319738187,0,0,0,0
469,Koilkuntla,0,0,12542,1.01063984090199,26897,2.16737201409191,31411,2.53111210672718,1057774,85.235891171285,28177,2.2705149734568,75603,6.09212277880025,0,0,8592,0.692347114736873,0,0,0,0,0,0
470,Bagula,0,0,397247,32.0103368584589,431,0.0347301683486489,1088,0.0876715154601626,807282,65.0511363453226,16805,1.3541542438493,17083,1.37655560533636,0,0,259,0.0208703331839909,801,0.0645449300400645,0,0,0,0
471,Kulgam,0,0,601945,48.504991152268,0,0,184599,14.8750680904693,307727,24.7967761378764,61832,4.98244958082057,50833,4.09614535421549,0,0,34060,2.74456968435031,0,0,0,0,0,0
472,Velugodu,0,0,999554,80.5444981289222,136167,10.9723963655,84097,6.77657301071075,18301,1.47470257760702,3,0.0002417413110114,2797,0.225383482299701,0,0,77,0.0062046936492945,0,0,0,0,0,0
473,Asafabad,0,0,91326,7.35248890999992,14980,1.2060123499529,69337,5.58219481366385,936383,75.386479458341,30934,2.49043965510301,79205,6.37664941108276,0,0,19905,1.60251507515437,40,0.0032203267021439,0,0,0,0
474,Abu,0,0,474986,38.2745794506993,543050,43.7592063149277,50840,4.09670941727451,130307,10.5001950046575,23955,1.93030436842665,12139,0.978165924789443,0,0,5719,0.460839519224881,0,0,0,0,0,0
475,Singur,0,0,449354,36.2091416894172,24,0.0019339304880918,13752,1.10814216967661,660663,53.2365132522587,53624,4.32104535389316,62531,5.03877530628624,0,0,248,0.0199839483769488,800,0.0644643496030607,0,0,0,0
476,Curchorem,0,0,951188,76.5784028789721,3958,0.318651327177142,164684,13.2584070653968,37257,2.99949279854441,24981,2.01117453365644,38783,3.1223482622312,0,0,13801,1.11109322040721,7458,0.600429913614736,0,0,0,0
477,Pushkar,0,0,87196,7.02629178498561,348028,28.0442483295675,93070,7.49962127194608,461929,37.2224406847403,99138,7.9885833636853,141135,11.372719976535,0,0,10500,0.846094588540173,0,0,0,0,0,0
478,Bukkarayasamudram,0,0,79027,6.36803019510135,62337,5.0231427015075,8892,0.716521245838021,830703,66.9384107603892,179431,14.4586283920335,40424,3.25738358544266,0,0,5710,0.460114295291846,34472,2.77776882439589,0,0,0,0
479,Ganapavaram,0,0,164485,13.2423859400536,13430,1.08122469024483,1752,0.141050309553904,930031,74.8750915780406,96180,7.74327555530509,28663,2.30760560658879,0,0,7439,0.598900258431218,130,0.0104660617819677,0,0,0,0
480,Pamarru,1115,0.0896860986547085,69657,5.60292786905025,7265,0.584367270606688,6497,0.52259245108488,1110515,89.3253433610167,32287,2.59703593476643,12856,1.03408473928694,0,0,2828,0.227472903134992,205,0.0164893723983993,0,0,0,0
481,Chagallu,0,0,426156,34.3090386519712,3334,0.268414230623697,19464,1.56701097326324,677273,54.5260081635282,59851,4.81849433625041,52908,4.25952612892578,0,0,2815,0.226630491663379,309,0.0248770237740618,0,0,0,0
