Number,city_ascii,Pixel 0 ,,Pixel 10 (Tree Cover),,Pixel 20 (Shrubland),,Pixel 30 (Grassland),,Pixel 40 (Cropland),,Pixel 50 (Built-up),,Pixel 60 (Bare / sparse vegetation),,Pixel 70 (Snow and ice),,Pixel 80 (Permanent water bodies),,Pixel 90 (Herbaceous wetland),,Pixel 95 (Mangroves),,Pixel 100 (Moss and lichen),
,,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %
117,Chandannagar,0,0,559752,45.1050607737656,1506,0.121354138127762,10009,0.806529593971294,107398,8.6541777733369,377453,30.4153276884051,84476,6.8071129963352,0,0,88466,7.12862893998047,11936,0.961808096077667,0,0,0,0
118,Cuddalore,0,0,292895,23.6016070962356,86563,6.97528436836219,97106,7.82484391569352,288422,23.2411708015175,197150,15.8864331553043,79341,6.39333245232056,0,0,193017,15.5533942091675,6502,0.523934001398876,0,0,0,0
119,Chirala,0,0,77047,6.20848092983378,78176,6.2994562432111,19468,1.56873994759048,818966,65.9926381712753,133467,10.7548291855896,75218,6.06109931055378,0,0,33948,2.73554467540588,4706,0.379211536540005,0,0,0,0
120,Deo,0,0,22785,1.83602525713217,63,0.005076567531241,7667,0.617810210508334,1138015,91.701746016909,22938,1.84835406399376,49364,3.97777269225686,0,0,164,0.0132151916686274,0,0,0,0,0,0
121,Bidar,0,0,43918,3.53575770261893,71141,5.72743154793054,82969,6.6796821537545,813145,65.4648139053707,130635,10.5171844683643,99852,8.0389015465619,0,0,449,0.0361481672315656,1,8.05081675535983E-05,0,0,0,0
122,Machilipatnam,0,0,58390,4.7050917166534,35283,2.84311955880599,34297,2.76366724792022,740755,59.6903616127691,159226,12.8305006623712,77181,6.21927870839229,0,0,54520,4.39324542544859,12128,0.977279539982401,69216,5.57745552765682,0,0
123,Medinipur,0,0,299214,24.1107948776628,21185,1.70709655792605,29790,2.40049121834398,706645,56.9417629065686,109645,8.8352420152845,37515,3.02297509419853,0,0,36968,2.97889759515744,34,0.00273973485813,0,0,0,0
124,Baramula,0,0,538387,43.3834597371788,0,0,380808,30.685675054553,131462,10.593265409397,82326,6.63386505677698,82343,6.63523492420604,0,0,25670,2.06849981788821,0,0,0,0,0,0
125,Fatehpur,1114,0.0896860986547085,42935,3.45661817391374,217,0.0174702723591308,3628,0.292083631884455,1006071,80.9969326388162,87275,7.02635032324029,99942,8.04614728164172,0,0,840,0.0676268607450225,88,0.0070847187447166,0,0,0,0
126,Tenali,0,0,150082,12.0828268027791,15692,1.26333416525106,2915,0.234681308418739,927942,74.7069100160211,128337,10.3321766993261,16550,1.33241017301205,0,0,482,0.0388049367608343,110,0.0088558984308958,0,0,0,0
127,Udipi,0,0,665842,53.6538393355015,405,0.0326350769865495,114093,9.19366379907752,74245,5.98269454534906,138862,11.1895606432253,40469,3.26100970510783,0,0,205984,16.5982807357961,1096,0.0883161589561932,0,0,0,0
128,Sitalpur,0,0,107418,8.65578938207698,809,0.0651895735360952,2379,0.191700859632102,1053329,84.877711128803,29159,2.34964496259456,47816,3.85303417577494,0,0,86,0.006929917582329,0,0,0,0,0,0
129,Conjeeveram,0,0,237278,19.1199649313938,163511,13.1757878349326,91223,7.35078920480002,506584,40.8207600991462,187371,15.0984370618439,34417,2.77333690036068,0,0,19470,1.56890110846449,1142,0.0920228590583692,0,0,0,0
130,Proddatur,0,0,61917,4.98482421041615,42365,3.41072851840819,13079,1.05296632343351,817117,65.7845923468936,145424,11.7078197583145,125220,10.0812327410616,0,0,36988,2.97783610147249,0,0,0,0,0,0
131,Navsari,0,0,715675,57.6176828139215,3089,0.248689729573065,26841,2.16091972530613,315637,25.4113564821151,27002,2.17388154028226,134683,10.8430815306213,0,0,9565,0.770060622650168,9618,0.774327555530509,0,0,0,0
132,Godhra,0,0,143540,11.5665159275292,13896,1.11974575260517,139759,11.2618412952177,736333,59.3340349203382,138913,11.1936702455125,63387,5.10775216036152,0,0,5168,0.416439698435773,0,0,0,0,0,0
133,Budaun,0,0,24769,1.99589684414777,159,0.0128122894836083,1919,0.154633858610342,1041839,83.951841907629,116557,9.39221399585494,55104,4.44030440065883,0,0,649,0.052296703615483,0,0,0,0,0,0
134,Chittoor,0,0,362771,29.2322457123149,374437,30.1722970904016,7643,0.615876280020242,307243,24.7577752063665,118984,9.58778271646323,67939,5.47455430960293,0,0,1668,0.134408168922382,311,0.0250605159081898,0,0,0,0
135,Krishnanagar,0,0,433800,34.9557935722597,87,0.0070104980193328,2655,0.213941060245158,657067,52.9467460007929,91919,7.40687318895468,40965,3.30097760186173,0,0,13751,1.10806158923961,752,0.0605964886268771,0,0,0,0
136,Bharuch,0,0,131172,10.5698970826659,92,0.0074134002043519,23354,1.88187552578735,642697,51.7888051210479,215908,17.3979609926221,108945,8.77883570938182,0,0,118821,9.57464810523161,7,0.0005640630590267,0,0,0,0
137,Saharsa,0,0,152205,12.2647454141673,282,0.0227236832350789,4665,0.375907738622848,887301,71.4991023339318,141293,11.3854516855816,52987,4.26971561552173,0,0,184,0.0148268004087039,2079,0.167526728530954,0,0,0,0
138,Haripur,0,0,402034,32.3960754103962,27325,2.20186044112954,1453,0.117083374966559,676478,54.5108928634742,67411,5.43200783886491,65845,5.30581887451692,0,0,450,0.0362611966517216,0,0,0,0,0,0
139,Pathankot,0,0,454351,36.578966436145,20462,1.64735812448173,20064,1.6153158737954,408347,32.8752686960092,225311,18.1393757396688,92842,7.47453929201117,0,0,20733,1.66917583788875,0,0,0,0,0,0
140,Vidisha,0,0,38409,3.09501400487995,1927,0.155278502106373,41960,3.38115513668054,958938,77.2716430995749,100029,8.06038053305571,82239,6.62685455875764,0,0,17494,1.40967416494493,0,0,0,0,0,0
141,Nalgonda,0,0,79085,6.36698843097632,24943,2.0081152232894,102520,8.2536973375949,770302,62.0156024828719,172683,13.902391897658,35610,2.86689584658364,0,0,56965,4.58614776469073,2,0.0001610163351071,0,0,0,0
142,Balurghat,0,0,226586,18.2583988989489,40,0.003223217480153,8927,0.719341561133154,886704,71.4509958130405,53537,4.31403485587383,39972,3.22096122791693,0,0,24990,2.01370512072561,240,0.0193393048809182,0,0,0,0
143,Dibrugarh,0,0,555173,44.7360829527251,12617,1.01668337367727,71357,5.74997824328201,426009,34.3279913875629,29701,2.39331955945063,35645,2.87228967700138,0,0,108477,8.74112406486403,2017,0.162530741436717,0,0,0,0
144,Veraval,0,0,136938,11.0345238824299,7702,0.620630525803468,1497,0.120628914194727,249504,20.1051413542026,130423,10.50954233535,51366,4.13909472713852,0,0,662850,53.412742667986,716,0.0576955928947393,0,0,0,0
145,Fyzabad,0,0,187378,15.0990011249029,1821,0.146736975783967,15313,1.23392823183959,708362,57.0801195169042,243466,19.6185966755735,82849,6.67600862532998,0,0,1789,0.144158401799845,18,0.0014504478660688,0,0,0,0
146,Silchar,0,0,356132,28.6972721910465,2793,0.225061160551686,34713,2.79718870971381,562464,45.32359491892,145028,11.6864196177909,85017,6.85070701275427,0,0,42214,3.40162256767951,12635,1.01813382154334,0,0,0,0
147,Shantipur,0,0,567825,45.7555866416975,342,0.0275585094553084,2936,0.236584163043233,495976,39.9659628234096,43191,3.48034965463225,60789,4.89840418502558,0,0,68230,5.49800321677105,1707,0.137550805965531,0,0,0,0
148,Hindupur,0,0,27083,2.1804027018541,93589,7.53467889317371,6393,0.514688715170154,961401,77.400632794197,108206,8.71146677830466,43458,3.49872394554428,0,0,1976,0.15908413908591,4,0.0003220326702143,0,0,0,0
149,Erode,0,0,219739,17.7066646467837,1664,0.134085847174366,172723,13.9180948206118,271523,21.8794419965898,467204,37.6475024899355,62654,5.04868670003771,0,0,45386,3.65722371385565,103,0.008299785011394,0,0,0,0
150,Beawar,0,0,23843,1.92127935948222,139150,11.2127678090824,118740,9.56812108983429,529834,42.6942552594851,230970,18.6116635347737,190658,15.3633049582755,0,0,7801,0.628607989066846,0,0,0,0,0,0
151,Mauli,0,0,289919,23.3617997157122,20101,1.61974736421391,6640,0.535054101705404,297558,23.9773536739845,545016,43.9176274540772,80696,6.50251894446074,7,0.0005640630590267,927,0.0746980651025466,132,0.010636617684505,0,0,0,0
152,Habra,0,0,691650,55.6834740884463,885,0.0712497282849345,9140,0.735844651439889,431120,34.7086811957073,32949,2.65266361272351,73695,5.93304940786243,0,0,1072,0.0863047556174573,1599,0.128732559918204,0,0,0,0
153,Ambala,0,0,128808,10.3794049295888,53873,4.34110988270712,12338,0.994201431753205,648186,52.2311111397619,329936,26.5863870632943,66840,5.38599640933573,0,0,663,0.0534248297335366,352,0.0283643138253467,0,0,0,0
154,Etah,0,0,17515,1.41136635412201,634,0.0510879970604256,3385,0.272764779257951,1063659,85.7101070430525,55313,4.45714571199263,87124,7.02048999352133,0,0,252,0.0203062701249641,13114,1.05673185086817,0,0,0,0
155,Shillong,0,0,675406,54.4245106350061,22,0.0017727696140841,222569,17.9347072835045,96199,7.75175745933105,116320,9.37311643228504,126944,10.2292029950137,0,0,3536,0.284932425245529,0,0,0,0,0,0
156,Kolar,0,0,32980,2.65515936591767,159639,12.8522433600889,28296,2.27805910909662,759396,61.1375804075323,127057,10.2291262448575,128730,10.3638164091747,0,0,5832,0.469523633172585,180,0.0144914701596476,0,0,0,0
157,Bhimavaram,0,0,155184,12.5047945360017,9590,0.772766390866691,16295,1.31305822097734,843404,67.9618628907748,115763,9.3282331288739,49481,3.98720060338631,0,0,24975,2.01249641417055,26304,2.11958781494864,0,0,0,0
158,Mandsaur,0,0,52826,4.25292445918638,4379,0.352545265717207,23965,1.92937823542198,993613,79.9939618874335,83573,6.72830908695687,64696,5.2085564080476,0,0,19058,1.53432465723648,0,0,0,0,0,0
159,Kumbakonam,0,0,470720,37.930823306441,40737,3.28260526222486,13886,1.11893994823513,561789,45.2692031239424,136772,11.0211475298873,16272,1.31120487092626,0,0,588,0.0473812969582496,232,0.0186946613848876,0,0,0,0
160,Chicacole,0,0,223827,18.0360774732554,1039,0.0837230740469751,95196,7.67093528101622,685073,55.2034817195221,134456,10.8345232377864,64078,5.16343324233116,0,0,35019,2.82184632343698,2308,0.18597964860483,0,0,0,0
161,Tiruvannamalai,1114,0.0896860986547085,185340,14.9213837743839,87733,7.06322306397984,31489,2.53512168809526,724804,58.3526418755183,138047,11.1139110062716,71113,5.72517731923904,0,0,2153,0.173334084742897,317,0.0255210891144906,0,0,0,0
162,Mandya,0,0,579898,46.7284342576447,3611,0.290975958020816,108165,8.71598296851884,352922,28.4386089882643,148765,11.9875487108742,38887,3.13353145376778,0,0,8745,0.704675921598458,3,0.0002417413110114,0,0,0,0
163,Bankura,0,0,211045,17.0060983274725,1813,0.146092332287936,84948,6.84514696260101,701028,56.4891425919181,129018,10.3963268213596,72644,5.85368526570593,0,0,40497,3.26326595734394,3,0.0002417413110114,0,0,0,0
164,Gondia,0,0,87331,7.03717014398113,7600,0.612411321229077,35770,2.88236223162685,928482,74.8174853101863,139409,11.2336381422664,35539,2.86374815067897,0,0,6865,0.553184700031265,0,0,0,0,0,0
165,Hassan,0,0,175118,14.111084967236,17059,1.37462167484827,118749,9.56884631376733,651729,52.5166076280665,208597,16.8088374176871,46313,3.73192177895819,0,0,22637,1.82409935245561,794,0.0639808669810378,0,0,0,0
166,Pilibhit,0,0,155281,12.5126108383911,1320,0.10636617684505,1310,0.105560372475012,932327,75.1273170904661,94719,7.63249841256539,47776,3.84981095829479,0,0,8224,0.662693513919465,39,0.0031426370431492,0,0,0,0
167,Palghat,0,0,624656,50.3350534570619,737,0.0593877820718197,76612,6.17342843973712,307548,24.7823522396527,181805,14.6499263494806,29428,2.37132110014859,0,0,20173,1.62554915567818,37,0.0029814761691415,0,0,0,0
168,Palakollu,0,0,405348,32.6631189786268,13903,1.12030981566419,6041,0.486786419940113,698212,56.2622280813153,58475,4.71194105379872,45303,3.65053553758433,0,0,3672,0.295891364678049,10042,0.80918874839242,0,0,0,0
169,Abohar,0,0,17138,1.38098752937157,7406,0.596778716450335,778,0.0626915799889765,1134892,91.450093312146,39076,3.1487611563615,41196,3.31959168280961,0,0,507,0.0408542815609397,3,0.0002417413110114,0,0,0,0
170,Kanchrapara,0,0,479277,38.6203501058827,2671,0.215230347237219,18465,1.48791776927565,325478,26.2271594751313,177642,14.3144699902337,145743,11.7440346302486,0,0,89094,7.17923345441887,2626,0.211604227572047,0,0,0,0
171,Hanumangarh,0,0,5438,0.437803415156468,8637,0.695349043160429,959,0.0772073326839007,896529,72.1779069486599,231066,18.6027002439397,97130,7.819758314481,0,0,1981,0.159486679923678,370,0.0297880219948313,0,0,0,0
172,Hathras,0,0,15597,1.25568588933347,506,0.0407371327821207,3055,0.245952451876243,948727,76.3802722786227,177298,14.2739370909179,96380,7.75937718881581,0,0,547,0.0440379676518182,0,0,0,0,0,0
173,Basirhat,0,0,500616,40.3036768080122,1018,0.081957314569563,2168,0.174541707256201,473007,38.0809268100249,29156,2.34729613319271,141678,11.4062361626587,0,0,93083,7.49394176039159,1384,0.11142330389418,0,0,0,0
174,Navadwip,0,0,480014,38.6797378879545,336,0.0270750268332855,3946,0.317970404417097,557357,44.9120706271414,76344,6.15183288262009,48582,3.91475879051987,0,0,62204,5.01242550338599,12213,0.984128877127727,0,0,0,0
175,Guntakal,0,0,33411,2.69227298073483,68196,5.49526348191292,6224,0.501532639911813,946808,76.2942023987185,97241,7.83572227468904,76769,6.18607956834672,0,0,12344,0.994684914375228,3,0.0002417413110114,0,0,0,0
176,Halisahar,0,0,501903,40.4072908196537,1379,0.111020763056412,21933,1.76578563895307,241443,19.4381334986434,244320,19.6697554966951,158087,12.7272946840457,0,0,71859,5.78523641223402,1186,0.0954826867185676,0,0,0,0
177,Rishra,0,0,367294,29.5701668934313,2656,0.213829693022357,30002,2.41540604294306,123392,9.93406381077361,477485,38.4414423843299,125457,10.1003131767718,0,0,107662,8.6676703351555,8162,0.657107663572469,0,0,0,0
178,Baidyabati,1116,0.0897665346176275,529920,42.6246254700477,1029,0.0827686058436727,59889,4.81722938325726,228916,18.4130788875706,217027,17.4567757244264,91942,7.39544330270064,0,0,89620,7.20867099680267,23766,1.91164109473346,0,0,0,0
179,Dharmavaram,1114,0.0896860986547085,48646,3.91640031881234,82539,6.64506364170645,14137,1.13814396470522,882365,71.0375892634308,89499,7.2054004878795,50791,4.08909033821481,0,0,72698,5.85278276481149,321,0.025843121784705,0,0,0,0
180,Ghazipur,0,0,54707,4.40831396716831,296,0.0238518093531324,3810,0.307011464984577,839077,67.6131913398593,158509,12.7727244890395,66042,5.32169322060667,0,0,118553,9.55305254811458,2,0.0001611608740076,0,0,0,0
181,Puruliya,0,0,109187,8.79044529067474,858,0.0690760077609873,80931,6.51560650828027,842184,67.8026905829596,112586,9.06409255218942,80909,6.51383532859409,0,0,15436,1.24272407435734,19,0.0015296551835183,0,0,0,0
182,Darjeeling,0,0,1185389,95.5191636395282,162,0.0130540307946198,12887,1.03844009166831,1235,0.099516839699725,31583,2.54497194189184,9620,0.775183803976806,0,0,120,0.0096696524404591,0,0,0,0,0,0
183,Gudivada,1114,0.0896860986547085,61769,4.97290900161822,9452,0.760963199716611,11086,0.892513545499191,1019838,82.1052885815266,91873,7.39652687765174,16455,1.32476189709446,0,0,27931,2.24867362793955,2592,0.208677170298927,0,0,0,0
184,Sopur,0,0,324344,26.1357812595689,2342,0.18871938346296,190449,15.3464636469416,458654,36.9585397535528,158871,12.8018946072348,34329,2.76624582190434,0,0,26782,2.15810526383647,45225,3.64425026349803,0,0,0,0
185,Adilabad,0,0,60907,4.90351096118701,46133,3.71408329375015,138301,11.1343600808302,815097,65.6219658484353,132814,10.6926117654636,43609,3.51088067884487,0,0,5249,0.422587371488838,0,0,0,0,0,0
186,Narasaraopet,0,0,182864,14.7352610322676,20313,1.63683041685872,893,0.0719583302444165,903530,72.8068422460669,100179,8.07246759860628,31766,2.55971816186354,0,0,1237,0.0996780005737327,214,0.0172442135188187,0,0,0,0
187,Yavatmal,0,0,240869,19.4093292806746,66846,5.38647989195775,234541,18.8994162753143,410470,33.0758519769604,215130,17.3352694126331,70621,5.69067104164719,0,0,2519,0.202982120812638,0,0,0,0,0,0
188,Chittaurgarh,0,0,105776,8.5234763045167,90760,7.31348046246724,145982,11.7632933546925,616040,49.6407724118369,189450,15.2659637903748,76624,6.17439540498116,0,0,16364,1.31861827113061,0,0,0,0,0,0
189,Bansbaria,0,0,471723,38.0116454847558,788,0.0634973843590148,11984,0.96567595705385,360788,29.0724547057364,163376,13.1649094759371,144272,11.625500807416,0,0,87362,7.03966813752824,703,0.0566480472136896,0,0,0,0
190,Siddipet,1114,0.0896860986547085,51707,4.16283581969391,16680,1.34287623479402,193246,15.5578813470627,793371,63.8728454001658,120055,9.66540805564725,54126,4.35758507700606,0,0,11810,0.950801458807996,1,8.05081675535983E-05,0,0,0,0
191,Valparai,0,0,866771,69.7821448986,10,0.0008050816755359,359708,28.9594319343697,518,0.0417032307927639,8824,0.710404070492952,4862,0.391430710645595,0,0,1417,0.114080073423449,0,0,0,0,0,0
192,Osmanabad,0,0,10212,0.822149407057346,41980,3.37973287390006,25352,2.04104306381882,982661,79.1122364363865,106527,8.57629356498217,58862,4.7388717585399,0,0,16360,1.31711362117687,156,0.0125592741383613,0,0,0,0
193,Champdani,0,0,537203,43.2880524997663,2538,0.20451314911571,17202,1.38614467733981,121318,9.77585745643016,344313,27.7448920060983,79284,6.38873936741134,0,0,95418,7.68882413803107,43720,3.52297670580727,0,0,0,0
194,Khardah,0,0,425361,34.2450346587661,1155,0.092986933524406,16424,1.3222661439003,101175,8.14541385223531,475872,38.3115827100659,111331,8.96305480190965,0,0,108525,8.73714888375426,2267,0.182512015844007,0,0,0,0
195,Bangaon,0,0,504739,40.6356119828357,1078,0.0867878046227789,6322,0.508972635273849,647378,52.1192164945134,36154,2.91069228973279,36184,2.9131075347594,0,0,3547,0.285562470312613,6708,0.540048787949538,0,0,0,0
196,Tadpatri,0,0,96691,7.79140303433694,97748,7.87657655624998,10731,0.864708669488056,715144,57.6266160406641,139436,11.2358138140655,180340,14.53187600927,0,0,906,0.0730058759254663,0,0,0,0,0,0
197,Islamabad,0,0,300116,24.1834784318402,6,0.0004834826220229,127526,10.2761008093499,553601,44.6094105057551,140821,11.3474177193158,112585,9.07214850007575,0,0,6341,0.510960551041261,0,0,0,0,0,0
198,Jalpaiguri,0,0,309266,24.8984389466311,715,0.0575633398008227,6471,0.520968352239335,572120,46.0603328207647,83992,6.76204200916183,58163,4.68259654941994,0,0,209441,16.8617111205932,1942,0.156346861389088,0,0,0,0
199,Suriapet,0,0,49974,4.0269267588292,8052,0.648833678754807,71198,5.7371659537984,911302,73.4331134024606,118156,9.52106211462406,49512,3.98969859693343,0,0,32794,2.64255485110347,8,0.0006446434960306,0,0,0,0
200,Tadepallegudem,0,0,158122,12.741539859919,2455,0.197824972844393,10267,0.827319346718281,922736,74.3544701191624,91602,7.38132919042447,48838,3.93538738239285,0,0,6059,0.488236867806182,917,0.0738922607325084,0,0,0,0
201,Kalyani,0,0,469302,37.8165602467695,2625,0.211523647135043,16993,1.36930336600601,356182,28.7013012128967,160809,12.9580594941483,141787,11.4252584214615,0,0,90555,7.29696147288146,2743,0.221032138701495,0,0,0,0
202,Negapatam,0,0,114900,9.2586922117396,1822,0.146817556220971,141483,11.4007619686123,395182,31.843938256046,76354,6.15263868699013,78352,6.31363840012377,0,0,426248,34.3472501120068,6655,0.536262808260462,0,0,0,0
203,Bundi,0,0,87085,7.01734735647818,322600,25.9952489774343,64201,5.17334463608263,556648,44.8549390973057,116000,9.34733069244381,86464,6.96730690509881,0,0,7889,0.635699067523183,109,0.008783267633417,0,0,0,0
204,Bhadreswar,0,0,554691,44.657155968473,805,0.0648090748806466,21114,1.69984944972667,157328,12.6661889848725,339006,27.2927518496752,79667,6.41384418449252,0,0,83337,6.70930915941422,6162,0.496091328465273,0,0,0,0
205,Chilakalurupet,1114,0.0896860986547085,135296,10.8924330373316,12944,1.04209772081378,2725,0.219384756583555,954678,76.8593763837341,94750,7.62814887570344,32432,2.6110408900983,0,0,8040,0.64728566713093,131,0.0105465699495213,0,0,0,0
206,Port Blair,0,0,312581,25.1879135790929,4,0.0003223217480153,27993,2.2556881730481,11032,0.888963381026208,71726,5.77971242453642,14802,1.19275162853063,0,0,799376,64.4140674103704,844,0.0680098888312291,2638,0.212571192816093,0,0
207,Gangtok,1114,0.0896860986547085,1152219,92.7630403104395,0,0,28054,2.25857613254865,185,0.0148940109974156,34371,2.76714622698473,25972,2.09095812770206,0,0,164,0.0132033394787901,0,0,0,0,31,0.0024957531941615
208,Dhulian,0,0,269573,21.7028282519262,1,8.05081675535983E-05,5169,0.41614671808455,522010,42.0260685446539,137015,11.0308265773563,69355,5.58364396067981,0,0,238684,19.2160114643631,303,0.0243939747687402,0,0,0,0
209,Kohima,0,0,1038549,83.6867322698865,4331,0.34899387266357,45610,3.6752737317445,38976,3.14070311266112,74115,5.97221908853856,39385,3.17366051139569,0,0,30,0.0024174131101147,0,0,0,0,0,0
210,Marmagao,1114,0.0896860986547085,93017,7.48862822133305,4117,0.331452125818164,48011,3.86527763241581,2927,0.235647406429382,78583,6.32657333086442,16334,1.31502040882047,0,0,997984,80.3458630878103,23,0.0018516878537327,0,0,0,0
211,Jangipur,0,0,340334,27.4242624472601,375,0.0302176638764347,26836,2.16245660743467,646827,52.1216023258737,100979,8.13693194820934,55875,4.50243191758878,0,0,68011,5.48035610106721,1759,0.14174098868973,0,0,0,0
212,Baj Baj,0,0,765518,61.6857749742948,830,0.0668817627131755,37193,2.9970281934833,146054,11.7690951461568,61111,4.92435108574081,104302,8.40470074037306,0,0,111678,8.99906204371328,14310,1.15310605352475,0,0,0,0
213,Tanuku,1114,0.0896860986547085,314622,25.3296406920482,495,0.0398515429390311,3175,0.255613431982675,772599,62.2005297437425,107157,8.62701371054093,39214,3.1570472824468,0,0,3240,0.260846462873659,494,0.0397710347714775,0,0,0,0
214,Siuri,0,0,146618,11.814542512627,5722,0.461081260535892,39291,3.16608595031733,828721,66.7787003342477,91004,7.33314208909618,63558,5.12153141508917,0,0,65858,5.30686642019797,224,0.018050017888857,0,0,0,0
215,Tamluk,0,0,487220,39.2604005170041,446,0.0359388749037063,3441,0.277277283730165,325136,26.199600965676,38750,3.12249193389826,79221,6.3836627998801,0,0,303866,24.4856550706046,2916,0.234972554303157,0,0,0,0
216,Bankra,0,0,490509,39.5254295743097,1699,0.1369061624695,31677,2.5525465029702,131668,10.6098649794198,404701,32.6109834358854,153020,12.3304184703254,0,0,19161,1.54400175343031,8561,0.689849121189754,0,0,0,0
217,Nagari,0,0,306603,24.7062037266841,290787,23.4317435350315,16970,1.36745001595493,489133,39.4145508929924,45740,3.685749188555,88813,7.1565903516208,0,0,1370,0.110395198695242,1580,0.127317090466045,0,0,0,0
218,Chakapara,0,0,269512,21.6979172537054,1299,0.104580109652124,11300,0.909742293355661,60731,4.88934152369758,672852,54.1700815547737,118873,9.57024740159889,0,0,106207,8.55053095136502,1336,0.107558911851607,0,0,0,0
219,Itanagar,0,0,1064867,85.8074482109531,671,0.0540694732295672,10195,0.821517555254006,21173,1.70612959268201,69435,5.59510264336066,74655,6.01573252452063,0,0,0,0,0,0,0,0,0,0
220,Mundka,0,0,66174,5.33232983829118,8069,0.650203546183872,4579,0.368977821040519,441806,35.6009205509123,614068,49.4818677900654,89743,7.23153015803435,0,0,16517,1.33094707799219,40,0.003223217480153,0,0,0,0
221,Baruipur,0,0,849009,68.4135162401813,1745,0.140612862571676,55408,4.46480085350799,211616,17.0521097570016,52317,4.21572672272916,64209,5.17398927957866,0,0,881,0.0709913650003706,5811,0.468252919429233,0,0,0,0
222,Mandapeta,0,0,93896,7.55939490061267,119,0.0095804719388782,1732,0.139440146202832,1044796,84.1146114273293,63773,5.13424736939563,37430,3.01342071153119,0,0,40,0.0032203267021439,324,0.0260846462873658,0,0,0,0
223,Bhimunipatnam,0,0,209239,16.8605700582435,2769,0.223127230063594,130271,10.4972941089254,144721,11.6616814236307,57336,4.62015993605136,91185,7.34772714819387,0,0,605059,48.7559186330979,416,0.0335214617935916,0,0,0,0
224,Pithapuram,0,0,188840,15.1895272376279,4176,0.335900581149832,13245,1.06537432886243,931646,74.9378431096543,64401,5.18015644794788,31492,2.53308934424581,0,0,3622,0.291339057692694,5803,0.466769892819079,0,0,0,0
225,Amalapuram,0,0,579735,46.6734025166853,9497,0.764586067256523,2699,0.217291544227162,558475,44.9617988744958,43544,3.50564764795389,38803,3.12395842558228,0,0,4395,0.353833396398065,4962,0.399481527400955,0,0,0,0
226,Bodupal,0,0,238160,19.173825184565,118273,9.52194250106673,84266,6.78410124707152,131449,10.5827181167529,604188,48.6420687378735,52703,4.24302195457729,0,0,12840,1.0337248713882,231,0.0185973867048812,0,0,0,0
227,Gobardanga,0,0,622625,50.1713945895071,2908,0.234327910807126,9041,0.728527730951591,538051,43.3563847103456,8516,0.686223001524582,43430,3.49960837907616,0,0,5043,0.406367143810294,11382,0.917166533977547,0,0,0,0
228,Diamond Harbour,0,0,334926,26.9884834439434,324,0.0261080615892396,8055,0.649075420065818,455042,36.667483215095,22507,1.81362389564511,55728,4.49058659334921,0,0,363321,29.2765649526671,1093,0.0880744176451817,0,0,0,0
229,Daman,0,0,267205,21.5314956696073,228,0.0183723396368723,25053,2.01878168825685,151895,12.2397654786961,94921,7.64877566084016,82886,6.67899010149912,0,0,610206,49.1706661423566,6339,0.510799390167253,2263,0.182353528939658,0,0
230,Amudalavalasa,0,0,188550,15.1934413970714,1399,0.112732031368353,46082,3.71330769801031,867017,69.8646087497462,45891,3.69791683454258,53979,4.34965140902952,0,0,28664,2.30975764627767,9414,0.758584233954018,0,0,0,0
231,Kankuria,0,0,297084,23.9391585468446,19,0.0015310283030726,4358,0.351169544462674,533484,42.9883738545491,147993,11.9253406135072,57144,4.60468849214663,0,0,200462,16.153315562661,452,0.0364223575257293,0,0,0,0
232,Pujali,0,0,732238,59.0040580308075,514,0.0414183446199665,25152,2.02675915152023,154845,12.4774777678574,55833,4.49904753923462,100584,8.10510267559283,0,0,161036,12.9763512533481,10794,0.869785237019297,0,0,0,0
233,Chittaranjan,0,0,211876,17.0730606706226,2166,0.174537226550287,227210,18.3086810916393,559162,45.0575183159333,54199,4.36737910517036,77672,6.25884370296117,0,0,108696,8.75877118056787,15,0.0012087065550573,0,0,0,0
234,Panaji,0,0,414659,33.4134034275695,6088,0.490573700479292,87006,7.01098150195488,48404,3.90041547273319,113398,9.13766039535986,83256,6.70880486319054,0,0,478807,38.5824773004909,9378,0.75568333822188,0,0,0,0
235,Kaippakancheri,1114,0.0896860986547085,1132880,91.2060928581205,8,0.0006440653404287,10360,0.834064615855279,53369,4.29664039416799,28853,2.32290215842397,15191,1.22299957330671,0,0,78,0.0062796370691806,257,0.0206905990612747,0,0,0,0
236,Sankrail,0,0,561746,45.2657381651512,1603,0.129170440517133,22751,1.83328552227404,122206,9.84741288448956,269489,21.7155413877241,165773,13.3580607834352,0,0,93621,7.54402109273519,3807,0.306769723673565,0,0,0,0
237,Elesvaram,0,0,470148,37.8847312964748,1329,0.107091400778085,44866,3.61532188661366,444924,35.8521703534903,32958,2.6557700427721,26023,2.09694471215056,0,0,212878,17.1538022685005,7870,0.63416803922011,0,0,0,0
238,Tarakeswar,0,0,259399,20.9024847783555,30,0.0024174131101147,2536,0.204351988241703,895924,72.1939474422158,20317,1.63715273860673,54430,4.38599318611825,0,0,8082,0.651251091864921,278,0.0224013614870636,0,0,0,0
