Pixel 0,Pixel 10 (Tree Cover),Pixel 20 (Shrubland),Pixel 30 (Grassland),Pixel 40 (Cropland),Pixel 50 (Built-up),Pixel 60 (Bare / sparse vegetation),Pixel 70 (Snow and ice),Pixel 80 (Permanent water bodies),Pixel 90 (Herbaceous wetland),Pixel 95 (Mangroves),Pixel 100 (Moss and lichen),Road_length,Network Density ,CA,population
0,154.84,23.68,162.39000000000001,11043.1,553.9,463.98,0,8.07,0,0,0,210.7858089,1.918143022,277.12,32905
11.14,481.51,46.01,344.22,10360.300000000001,672.45,296.21,0,209.22,0.04,0,0,224.1639453,1.915459171,449.7,32645
0,896.96,829.33,28.66,9730.16,331.93,500.62,0,66.68,25.62,0,0,148.6470137,1.253593388,221.92,33418
0,2279.6,252.09,2048.54,6505.45,390.57,642.8100000000001,0,290.90000000000003,0,0,0,201.501386,1.7815948,216.45,33114
0,1631.5,174.74,86.18,6870.71,2075.6,570.07,0,665.85,335.31,0,0,707.0185319,5.927443886,1522.04,32082
11.15,189.99,919.02,134.04,8147.88,639.86,2297.9500000000003,0,92.36,0,0,0,294.5127687,2.470749123,609.89,32574
0,1781.93,181.42000000000002,643.57,5856.66,1146.02,1373.43,0,1420.75,6.18,0,0,271.7898808,2.329648763,826.0,31244
0,132.8,3171.04,126.27,7938.97,351.04,681.02,0,8.81,0.01,0,0,225.4233776,1.890441436,179.81,32328
0,3393.39,110.32000000000001,1170.25,4213.07,555.35,2260.79,0,705.78,1.01,0,0,193.0515108,1.646401655,410.18,32091
11.14,5016.56,15.13,808.61,4809.52,716.5,859.47,0,179.04,5.13,0,0,256.7408779,2.18691903,549.42,31035
0,620.34,225.56,258.29,10050.300000000001,484.59000000000003,506.38,0,244.79,30.85,0,0,403.2367268,3.408957649,211.97,30721
0,1665.17,0.1,29.01,9736.95,381.07,558.3100000000001,0,38.15,1.2,0,0,88.2113335,0.777386338,421.03,30700
0,3384.9900000000002,2.42,100.9,6190.4800000000005,475.76,635.92,0,1515.71,114.92,0,0,109.4278434,0.974113216,469.64,31698
0,10390.85,62.120000000000005,1135.25,224.38,184.58,412.6,0,0.18,0,0,0,281.2342867,2.641384111,90.96,30118
0,1056.6200000000001,0.44,31.39,10392.25,432.21000000000004,494.39,0,1.29,1.37,0,0,133.7586925,1.188245224,484.73,30055
0,197.89000000000001,1090.04,17.93,10237.95,292.52,571.89,0,1.74,0,0,0,153.4499567,1.293092415,220.18,31145
0,1542.66,3.13,253.06,2163.78,690.11,1090.75,0,4501.37,58.01,2118.23,0,457.3020256,3.92113611,539.24,30439
0,3681.73,2.3000000000000003,30.61,7947.110000000001,258.22,491.8,0,0.98,8.35,0,0,152.6571473,1.382934249,252.33,30490
0,4368.8,3.21,15.52,7763.8,81.99,176.20000000000002,0,0,0.44,0,0,143.5130856,1.254254279,197.9,30148
0,1.3900000000000001,0,752.17,3.81,645.12,11004.91,0,0.21,0,0,2.35,348.0197023,3.402698363,229.51,30870
0,4483.66,1313.88,16.97,4763.3,441.84000000000003,1351.6100000000001,0,35.6,3.1,0,0,453.3592819,3.819967948,330.32,30279
0,160.95000000000002,166.5,44.59,11268.050000000001,440.90000000000003,310.53000000000003,0,18.150000000000002,0.29,0,0,113.5440693,0.956832049,278.95,29991
0,3655.61,0.19,20.48,7941.29,292.99,485.77,0,0,13.63,0,0,104.367144,0.926227193,341.41,29260
0,189.86,237.71,1983.57,8090.56,514.22,1114.41,0,279.36,0.27,0,0,197.9593305,1.677202105,364.52,29731
0,62.96,1711.38,106.26,9364.710000000001,234.61,682.39,0,247.65,0,0,0,121.1180528,1.019655485,154.1,29342
0,1943.63,1999.1200000000001,59.08,7020.59,285.39,715.85,0,352.91,33.39,0,0,43.725,0.36679409,171.31,29419
0,3525.96,163.28,281.44,7721.900000000001,219.31,494.61,0,3.46,0,0,0,110.4184815,0.974658525,290.55,29085
0,2149.45,120.4,1471.16,8046.17,173.73,413.52,0,35.53,0,0,0,96.97109491,0.854174908,85.44,29271
0,846.1,198.08,944.32,9291.51,575.47,387.57,0,166.72,0.19,0,0,571.4868436,4.853625783,302.22,29126
0,150.28,507.90000000000003,133.66,10648.4,315.18,620.22,0,45.46,0,0,0,129.9729045,1.095669963,179.2628,28828
11.14,5622.31,21.35,540.08,5572.77,219.99,364.7,0,64.37,4.39,0,0,127.226021,1.086101356,166.41,28304
0,147.39000000000001,227.95000000000002,964.87,10157.72,262.3,617.25,0,32.480000000000004,0,0,0,105.5166055,0.893757093,188.26,28060
0,1434.6200000000001,529.65,930.2,8427.710000000001,322.46,430.03000000000003,0,334.15000000000003,1.1400000000000001,0,0,130.4493262,1.115286656,210.55,28384
0,5528.4800000000005,38.49,967,3907.36,1000.78,671.99,0,295.86,0,0,0,307.2827319,2.656869579,1130.18,27359
0,8915.960000000001,0,2987.29,69.03,349.74,87.94,0,0,0,0,0,248.6765609,2.059970713,254.67,28207
0,5549.39,13.14,692,2366.41,251.24,208.79,0,2989.21,350.92,0,0,80.82253103,0.686981493,148.19,28369
0,2311.5,839.3100000000001,63.6,6763.89,498.56,1619.75,0,237.43,75.92,0,0,338.5790195,2.849592257,233.4,27652
11.14,11330.83,0.01,130.28,569.14,249.14000000000001,59.27,0,41.78,29.51,0,0,625.5687817,5.165079716,570.6,27343
0,8178.62,14.43,255.55,3204.02,172.63,559.7,0,8.45,16.56,0,0,147.7577451,1.256563447,98.11,27001
11.14,202.71,5544,262.39,5485.12,299.92,526.02,0,88.34,1.46,0,0,199.4358203,1.669129127,168.91,27382
0,4625.01,21.98,3276.28,2187.6,692.58,555.27,0,172.49,878.75,0,0,204.9319859,2.009682885,473.21,27482
0,846.54,880.87,479.27,8283.87,497.06,542.1800000000001,0,257.4,622.77,0,0,172.0921521,1.437953437,276.13,27504
0,2687.77,10.64,26.52,5527.400000000001,233.49,467,0,3430.69,26.45,0,0,15.70420081,0.140361361,287.8,26358
0,328.16,1181.28,102.54,9806.43,454.36,456.71000000000004,0,80.46000000000001,0.02,0,0,310.8762069,2.611740419,219.67,26886
0,3260.77,0.72,11.43,8520.49,50.910000000000004,505.77000000000004,0,52.370000000000005,7.5,0,0,121.2600778,1.061013893,67.18,25897
0,118.47,367.53000000000003,83.10000000000001,10644.53,176.74,980.49,0,39.1,0,0,0,88.65800624,0.750692745,232.99,26190
0,1547.96,31.990000000000002,262.49,9556.62,492.24,453.01,0,46,19.650000000000002,0,0,255.3771293,2.183760026,313.57,26280
0,3770.91,247.84,1099.32,6505.25,267.08,445.35,0,70.92,3.29,0,0,272.4724901,2.312890095,136.26,25952
0,2448.11,2120.6,252.61,5470.04,1039.6200000000001,859.25,0,197.13,33.74,0,0,615.6307267,5.142972046,532.6,26031
0,4394.650000000001,4.75,26.54,5877.35,188,617.23,0,1309.02,3.56,0,0,105.0001707,0.889685455,195.65,24539
0,1184.95,7.95,1300.9,8096.18,501.41,1243.3500000000001,0,74.58,0.64,0,0,357.1190036,3.158102023,259.29,25561
0,1171.8700000000001,21.12,36.68,10504.26,298.63,253.02,0,56.82,67.56,0,0,206.4972528,1.749539292,270.98,25004
0,275.58,148.11,1157.56,9474.91,480.91,860.02,0,24.01,0,0,0,261.8973623,2.232488843,228.09,24961
0,2355.84,1053.3600000000001,276.66,6120.16,499.11,1641.65,0,376.88,97.44,0,0,138.3650067,1.164037672,290.2,24324
0,2740.16,120.91,19.36,6960,252.32,278.6,0,2005.8400000000001,32.77,0,0,294.3579252,2.48547119,172.54,23737
0,449.08,353.18,868.16,9811.93,502.2,184.02,0,252.46,0.07,0,0,87.85069833,0.779697305,323.99,25001
0,1121.14,180.6,60.71,5768.3,505.78000000000003,681.99,0,4015.26,87.32000000000001,0,0,454.4390512,3.848256002,270.89,24506
0,4675.83,188.29,47.04,4438.16,228.61,729.29,0,1386.04,710.27,6.43,0,353.4209333,2.990053404,150.42,24189
0,2147.28,96.57000000000001,1224.38,7890.49,224.54,717.58,0,119.52,0.74,0,0,44.258,0.390149174,185.64,24431
0,89.92,714.8100000000001,68.13,11132.78,293.48,106.18,0,4.62,0.04,0,0,136.7482213,1.144015851,179.56,24586
0,6258.4400000000005,98.08,52.42,4161.57,95.39,680.58,0,1000.23,63.25,0,0,92.13516738,0.780412324,88.0,23732
0,794.24,190.44,931.26,9883.17,406.86,165.89000000000001,0,33.84,4.26,0,0,170.3018954,1.521117038,221.57,24481
11.16,5902.35,211.07,1060.03,4637.78,252.71,336.95,0,17.51,2.69,0,0,220.0321731,1.869549688,150.15,24405
0,128.44,1148.74,208.11,8722.15,373.61,1826.98,0,1.93,0,0,0,108.5093478,0.912027019,155.87,24018
11.14,22.2,1235.52,334.83,9797.62,207.86,666.97,0,144.96,0,0,0,316.6754005,2.671763317,98.14,24165
0,2143.14,118.46000000000001,257.87,9216.67,139.54,541.79,0,3.46,0.17,0,0,128.0064263,1.125249569,313.28,23629
0,1506.58,4.07,236.67000000000002,8854.95,348.91,1176.34,0,257.07,36.51,0,0,173.903355,1.568896384,531.01,23477
0,125.42,268.97,314.11,10577.74,281.77,756.03,0,85.92,0,0,0,142.2268107,1.19643362,160.41,23859
0,3972.4700000000003,4.3100000000000005,10.88,8072.820000000001,168.05,170.83,0,2.59,8.01,0,0,161.5122998,1.426028095,219.04,22649
0,6019.45,0,1845.99,3077.27,618.32,508.33,0,340.6,0,0,0,204.9640625,1.991883087,471.86,23584
0,913.26,149.8,693.37,9363.83,309.34000000000003,792.0500000000001,0,199.05,0.4,0,0,82.13744788,0.706266872,262.07,23059
0,4749.86,5430.5,508.40000000000003,1303.07,239.55,121.39,0,57.19,0,0,0,113.7368028,1.013830678,160.01,22943
0,4493.54,0.24,137.52,6606.63,536.24,625.3100000000001,0,2.48,8,0,0,266.7580675,2.346299098,514.91,21382
0,9511.880000000001,39.58,1646.8400000000001,372.57,249.81,387.83,0,138.01,74.58,0,0,391.8329846,3.296414074,128.41,22730
0,871.96,3480.28,930.7,4619.29,991.38,1411.3500000000001,0,105,0,0,0,353.7348552,3.202337642,553.34,21626
0,790.27,623.37,88.92,8307.03,1794.31,404.24,0,57.1,344.72,0,0,821.8586197,6.896675384,1048.08,22000
0,1644.8500000000001,134.3,17.52,9300.31,961.8000000000001,286.63,0,74.39,1.3,0,0,370.905169,3.133404944,656.79,21457
11.15,696.57,72.65,64.97,11105.15,322.87,128.56,0,28.28,2.05,0,0,460.4763393,3.894028942,166.4,21395
0,4261.56,33.34,194.64000000000001,6772.7300000000005,598.51,529.08,0,28.150000000000002,3.09,0,0,458.3062079,3.888653476,445.39,21703
0,2571.2400000000002,84.84,1430.03,5194.3,843.4,687.9300000000001,0,1597.57,0.65,0,0,283.2918645,2.412760309,563.49,22149
0,1798.82,5423.46,123.59,4427.900000000001,247.97,374.19,0,13.56,0.47000000000000003,0,0,395.4014037,3.300695831,151.0,21565
0,624.0500000000001,532.74,15.780000000000001,10049.380000000001,547.26,604.3100000000001,0,35.800000000000004,0.64,0,0,208.8612239,1.763273968,399.42,21434
0,147.72,866.52,625.8100000000001,10220.17,225.75,278.63,0,45.32,0.04,0,0,134.956504,1.145581931,124.68,22082
0,752.22,3068.46,219.45000000000002,6523,591.41,1253.79,0,1.6300000000000001,0,0,0,216.2828951,1.800348501,359.45,21963
0,190.05,2616.78,185.83,8203.66,349.7,684.42,0,178.77,0.75,0,0,207.174858,1.732811508,144.31,21464
0,2301.78,997.74,224.74,8069.17,396.28000000000003,285.28000000000003,0,132.02,2.95,0,0,306.6742352,2.599393192,189.37,21763
0,4381.68,0.11,29.810000000000002,7221.79,114.92,649.88,0,7.140000000000001,4.63,0,0,101.1593247,0.914467012,239.53,20998
0,5090.13,59.660000000000004,1552.9,3899.94,964.39,835.74,0,5.26,1.94,0,0,628.2877392,5.365054901,457.78,20498
0,87.18,442.87,563.6,10829.12,255.8,231.07,0,0.32,0,0,0,101.5884734,0.861964329,159.05,21215
0,461.61,381.47,183.89000000000001,3439.03,522,731.01,0,6190.46,500.49,0,0,278.6476258,2.35923032,236.72,21292
0,3104.7400000000002,15.97,28.740000000000002,8763.98,224.86,261.91,0,0.01,20.89,0,0,109.8626331,0.972833487,308.92,21093
0,856.32,31.19,255.41,10408.41,352.74,251.63,0,253.53,0.73,0,0,123.2080032,1.052289911,284.84,20257
0,218.15,220.29,84.2,11007.19,274.90000000000003,547.04,0,58.19,0,0,0,122.460051,1.028892344,137.06,21289
0,688.17,230.17000000000002,49.300000000000004,5280.62,128.73,744.63,0,4047.9900000000002,83.58,1167.91,0,75.24637118,0.634987985,76.82,20982
0,1099.91,141.9,321.53000000000003,9679.44,781.4200000000001,363.79,0,16.5,5.47,0,0,341.3118823,2.889302557,403.71,20728
0,3017.93,13.64,438.67,8069.53,321.32,179.39000000000001,0,390.27,1.5,0,0,238.1080645,2.038237833,229.11,20760
0,1082.96,1200.3500000000001,20.28,8460.26,274.34000000000003,550.51,0,831.8100000000001,0.59,0,0,191.2985495,1.620190019,137.46,20721
0,158.43,552,318.57,9663.300000000001,412.2,1259.41,0,46.050000000000004,0,0,0,144.4395259,1.21551838,300.47,20749
0,730.98,323.92,118.18,9788.960000000001,355.02,760.08,0,330.29,2.5300000000000002,0,0,283.6308193,2.378929871,161.65,20623
0,775.15,3165.5,44.35,7944.7,108.41,382.6,0,0.39,0,0,0,118.0323042,0.991090884,84.72,20639
0,849.9200000000001,991.08,365.69,5539.68,1051.88,2014.69,0,1585.78,4.39,6.8500000000000005,0,188.6986167,1.660195603,697.61,20338
0,4984.9400000000005,3199.2000000000003,132.11,2867.43,509.56,716.65,0,0.02,0.05,0,0,546.6211775,4.565212109,281.76,20299
11.14,2304.88,2.09,3438.85,5276.34,297.65000000000003,211.99,0,877.9300000000001,0.23,0,0,240.9068527,2.008572637,218.99,20225
